"","cd8_lowsalt_1","cd8_highsalt_1","cd8_lowsalt_2","cd8_highsalt_2","cd8_lowsalt_3","cd8_highsalt_3"
"ENSG00000004534",4939.58420378582,5218.66817879315,3161.38231301677,3787.97949118125,4248.74701603143,4061.71562257282
"ENSG00000004660",88.5438957749852,173.684605273078,54.5769100192731,122.289745809203,55.0916138969646,119.161938293359
"ENSG00000004700",4824.85859103494,5384.98228995261,4614.22869108899,5332.77358916357,4679.04873106957,5268.62392494134
"ENSG00000004766",763.670049789312,624.318890169908,714.170227255457,459.538060326691,849.947056663322,634.068544435856
"ENSG00000004776",3.16047258816425,1.88016670654883,2.92586140890092,2.55133022563294,2.8539371833095,2.55936242421054
"ENSG00000004777",2253.20578439299,1482.89327571669,667.098660190914,1458.21193322435,1883.62752842072,1209.19267711762
"ENSG00000004779",997.663124401797,1234.91902352009,794.805796314728,1167.49327536681,1003.49936511563,1506.70101842032
"ENSG00000004799",0,0,0,0.852949897333096,0,0
"ENSG00000004809",0,0,0,8.12661675568475,0,1.25632632926655
"ENSG00000004838",61.2712485772743,67.1716520455768,36.394363451594,52.887356901087,76.0364201343652,71.2156699617718
"ENSG00000004846",0,0,0,0,0,0
"ENSG00000004848",0,0,0,0,0,0
"ENSG00000004864",198.156772915575,322.280688125728,266.094359585561,355.520283170111,172.583941498971,288.769741305736
"ENSG00000004866",283.226444457924,447.565137359156,416.305188954507,435.875253658649,389.504055503033,388.131987338693
"ENSG00000004897",3231.64667242953,3679.48817049021,4116.76090091161,4316.09680047,3846.05917379704,4993.61345634759
"ENSG00000004939",2.64669650692098,0.593642543060732,1.83467119090077,0,0,0
"ENSG00000004948",0,0,0,0,0,0
"ENSG00000004961",462.5115674703,550.806296069291,385.554851381668,486.903902794461,374.234020469995,650.064346596565
"ENSG00000004975",1133.83306236803,1700.64109907852,1181.11973708304,1500.20157016066,1227.87701236671,1549.69911261928
"ENSG00000005001",2.28827677440383,0,6.78230350694943,2.79688526369416,8.42360839645621,0
"ENSG00000005007",5395.66319507375,5542.17166593103,6361.15960174456,5617.64970802951,4729.3413625199,5900.19141901304
"ENSG00000005020",678.852130560489,1000.57177786033,1200.33059403982,997.70845188497,2162.72709075433,1646.57766567624
"ENSG00000005022",8354.97189127804,11400.0209400543,10831.6445616834,10830.6096069194,10081.8672861201,12859.3186407229
"ENSG00000005059",3282.33173305075,2353.11610758024,3715.40426189964,1915.92674627012,2938.09557893776,2039.53961102437
"ENSG00000005073",0,0,0,0,0,3.4199572331096
"ENSG00000005075",1170.26205009207,1215.17161550923,824.570098478167,1185.46194905292,1190.27685045191,1336.45091396441
